/* DATA DESCRIPTION:
Citation:	Lamy, Frank (2024): Pacific Antarctic Cirumpolar Current strength at Site PS75/076 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.965447, 
	In: Lamy, F (2024): Pacific Antarctic Cirumpolar Current strength reconstrucion [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.965443
Abstract:	The data contain the ACC strength record at site PS75/076. The absolute ACC strength record was calculated from sortable silt data using a formula from the Scotia Sea by McCave et al. (2017). The sortable silt record was calculated from ln(Zr/Rb) using a regional calibration from discrete grain-size measurement . The ln(Zr(/Rb record was interpolated to 0.5 kyr and 9-point adjacent averaged.
Keyword(s):	Age model; Stratigraphy
Related to:	McCave, I Nicholas; Thornalley, David J R; Hall, Ian R (2017): Relation of sortable silt grain-size to deep-sea current speeds: Calibration of the 'Mud Current Meter'. Deep Sea Research Part I: Oceanographic Research Papers, 127, 1-12, https://doi.org/10.1016/j.dsr.2017.07.003
Coverage:	LATITUDE: -55.528500 * LONGITUDE: -156.139830
	DATE/TIME START: 2010-01-01T13:59:00 * DATE/TIME END: 2010-01-01T13:59:00
	MINIMUM ELEVATION: -3742.0 m * MAXIMUM ELEVATION: -3742.0 m
Event(s):	PS75/076-2 * LATITUDE: -55.528500 * LONGITUDE: -156.139830 * DATE/TIME: 2010-01-01T13:59:00 * ELEVATION: -3742.0 m * RECOVERY: 20.95 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Piston corer (BGR type) (KL) * COMMENT: TC 0.65m
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Lamy, Frank (https://orcid.org/0000-0001-5952-1765, frank.lamy@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/frank-lamy.html)
	ln-Zirconium/Rubidium ratio (ln(Zr/Rb)) * PI: Lamy, Frank (https://orcid.org/0000-0001-5952-1765, frank.lamy@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/frank-lamy.html)
	Sortable-silt mean [µm] (SS) * PI: Lamy, Frank (https://orcid.org/0000-0001-5952-1765, frank.lamy@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/frank-lamy.html)
	Antarctic Circumpolar Current, strength [m/s] (ACC strength) * PI: Lamy, Frank (https://orcid.org/0000-0001-5952-1765, frank.lamy@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/frank-lamy.html)
	Antarctic Circumpolar Current, strength [%] (ACC strength) * PI: Lamy, Frank (https://orcid.org/0000-0001-5952-1765, frank.lamy@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/frank-lamy.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	7796 data points
*/
Age [ka BP]	ln(Zr/Rb)	SS [µm]	ACC strength [m/s]	ACC strength [%]
783.5	1.7410	17.0218	8.1217	129.739
784.0	1.7423	17.0249	8.1269	129.822
784.5	1.7953	17.1525	8.3432	133.279
785.0	1.8410	17.2625	8.5297	136.257
785.5	1.8238	17.2210	8.4594	135.134
786.0	1.8176	17.2061	8.4341	134.730
786.5	1.8089	17.1853	8.3989	134.168
787.0	1.7932	17.1475	8.3347	133.142
787.5	1.7197	16.9705	8.0348	128.352
788.0	1.6930	16.9062	7.9258	126.610
788.5	1.6928	16.9057	7.9249	126.596
789.0	1.6405	16.7799	7.7118	123.191
789.5	1.6006	16.6837	7.5486	120.584
790.0	1.5781	16.6295	7.4568	119.118
790.5	1.5776	16.6285	7.4551	119.090
791.0	1.5847	16.6455	7.4840	119.552
791.5	1.5514	16.5652	7.3478	117.378
792.0	1.5079	16.4606	7.1706	114.546
792.5	1.4429	16.3042	6.9054	110.310
793.0	1.3496	16.0794	6.5244	104.224
793.5	1.2783	15.9078	6.2336	99.579
794.0	1.2107	15.7450	5.9576	95.169
794.5	1.1489	15.5962	5.7054	91.141
795.0	1.0535	15.3664	5.3159	84.919
795.5	0.9768	15.1819	5.0032	79.924
796.0	0.9520	15.1221	4.9019	78.306
796.5	0.9440	15.1028	4.8692	77.782
797.0	0.9369	15.0858	4.8404	77.322
797.5	0.9334	15.0774	4.8262	77.095
798.0	0.9173	15.0385	4.7602	76.041
798.5	0.9057	15.0106	4.7128	75.285
799.0	0.9025	15.0030	4.7000	75.080
799.5	0.9002	14.9974	4.6905	74.928
800.0	0.8943	14.9833	4.6665	74.545
800.5	0.8865	14.9645	4.6347	74.037
801.0	0.8776	14.9429	4.5981	73.453
801.5	0.8658	14.9147	4.5503	72.689
802.0	0.8452	14.8649	4.4660	71.342
802.5	0.8328	14.8351	4.4155	70.535
803.0	0.8284	14.8246	4.3976	70.250
803.5	0.8275	14.8224	4.3940	70.191
804.0	0.8372	14.8458	4.4336	70.824
804.5	0.8492	14.8747	4.4826	71.607
805.0	0.8379	14.8475	4.4364	70.869
805.5	0.8304	14.8293	4.4056	70.378
806.0	0.8414	14.8558	4.4505	71.094
806.5	0.8610	14.9031	4.5307	72.376
807.0	0.8773	14.9423	4.5971	73.436
807.5	0.8865	14.9644	4.6346	74.035
808.0	0.8843	14.9591	4.6256	73.892
808.5	0.8662	14.9155	4.5517	72.712
809.0	0.8320	14.8333	4.4123	70.485
809.5	0.8550	14.8887	4.5062	71.984
810.0	0.8898	14.9724	4.6482	74.252
810.5	0.9019	15.0015	4.6974	75.038
811.0	0.9153	15.0338	4.7523	75.915
811.5	0.9308	15.0712	4.8156	76.927
812.0	0.9496	15.1164	4.8922	78.150
812.5	0.9765	15.1810	5.0017	79.900
813.0	1.0268	15.3023	5.2073	83.183
813.5	1.1311	15.5532	5.6326	89.978
814.0	1.1852	15.6836	5.8536	93.507
814.5	1.2023	15.7247	5.9233	94.621
815.0	1.2494	15.8383	6.1158	97.696
815.5	1.2919	15.9405	6.2889	100.462
816.0	1.3129	15.9911	6.3747	101.832
816.5	1.3330	16.0395	6.4567	103.143
817.0	1.3444	16.0669	6.5033	103.886
817.5	1.3309	16.0344	6.4481	103.006
818.0	1.2875	15.9299	6.2710	100.176
818.5	1.2504	15.8406	6.1196	97.758
819.0	1.2110	15.7458	5.9590	95.192
819.5	1.1445	15.5856	5.6875	90.854
820.0	1.0874	15.4482	5.4546	87.134
820.5	1.0640	15.3918	5.3590	85.607
821.0	1.0371	15.3271	5.2494	83.856
821.5	1.0086	15.2583	5.1328	81.993
822.0	0.9824	15.1954	5.0261	80.289
822.5	0.9566	15.1332	4.9207	78.605
823.0	0.9508	15.1194	4.8972	78.230
823.5	0.9727	15.1719	4.9863	79.653
824.0	0.9911	15.2163	5.0616	80.855
824.5	0.9904	15.2145	5.0584	80.806
825.0	0.9779	15.1844	5.0075	79.992
825.5	0.9755	15.1788	4.9979	79.839
826.0	0.9951	15.2259	5.0779	81.116
826.5	1.0078	15.2565	5.1297	81.944
827.0	1.0010	15.2401	5.1018	81.498
827.5	0.9810	15.1919	5.0201	80.194
828.0	0.9657	15.1550	4.9576	79.195
828.5	0.9648	15.1530	4.9543	79.142
829.0	0.9739	15.1749	4.9913	79.734
829.5	0.9900	15.2137	5.0572	80.785
830.0	1.0064	15.2530	5.1238	81.849
830.5	0.9911	15.2164	5.0617	80.857
831.0	0.9785	15.1859	5.0099	80.031
831.5	0.9667	15.1576	4.9620	79.265
832.0	0.9701	15.1658	4.9759	79.487
832.5	0.9904	15.2145	5.0585	80.807
833.0	1.0402	15.3345	5.2618	84.054
833.5	1.0654	15.3951	5.3645	85.695
834.0	1.0622	15.3875	5.3517	85.490
834.5	1.0461	15.3486	5.2858	84.437
835.0	1.0530	15.3652	5.3139	84.886
835.5	1.0777	15.4248	5.4149	86.499
836.0	1.1092	15.5007	5.5436	88.556
836.5	1.1478	15.5936	5.7011	91.072
837.0	1.1816	15.6750	5.8390	93.274
837.5	1.1683	15.6429	5.7846	92.406
838.0	1.2204	15.7684	5.9973	95.804
838.5	1.3344	16.0428	6.4624	103.233
839.0	1.3897	16.1760	6.6881	106.838
839.5	1.4263	16.2642	6.8377	109.228
840.0	1.4836	16.4020	7.0711	112.957
840.5	1.5653	16.5987	7.4046	118.284
841.0	1.6328	16.7612	7.6800	122.684
841.5	1.6762	16.8657	7.8571	125.512
842.0	1.6855	16.8881	7.8950	126.119
842.5	1.6328	16.7613	7.6802	122.686
843.0	1.5457	16.5515	7.3246	117.007
843.5	1.5589	16.5835	7.3788	117.872
844.0	1.6041	16.6923	7.5632	120.819
844.5	1.5822	16.6395	7.4737	119.389
845.0	1.5305	16.5150	7.2628	116.019
845.5	1.4712	16.3721	7.0205	112.149
846.0	1.4084	16.2210	6.7644	108.058
846.5	1.4028	16.2076	6.7416	107.694
847.0	1.4461	16.3117	6.9181	110.513
847.5	1.4784	16.3896	7.0502	112.623
848.0	1.4814	16.3968	7.0624	112.818
848.5	1.4820	16.3982	7.0648	112.856
849.0	1.5145	16.4766	7.1976	114.977
849.5	1.5433	16.5458	7.3149	116.851
850.0	1.5562	16.5769	7.3676	117.694
850.5	1.5899	16.6581	7.5052	119.892
851.0	1.6228	16.7372	7.6393	122.034
851.5	1.6287	16.7515	7.6635	122.421
852.0	1.6238	16.7397	7.6435	122.101
852.5	1.6052	16.6947	7.5673	120.884
853.0	1.6006	16.6838	7.5488	120.588
853.5	1.6104	16.7074	7.5888	121.227
854.0	1.6256	16.7438	7.6506	122.214
854.5	1.6682	16.8466	7.8248	124.997
855.0	1.6943	16.9093	7.9311	126.694
855.5	1.6976	16.9173	7.9446	126.911
856.0	1.7298	16.9949	8.0762	129.012
856.5	1.7751	17.1040	8.2610	131.965
857.0	1.7965	17.1555	8.3484	133.360
857.5	1.7629	17.0746	8.2112	131.169
858.0	1.7197	16.9705	8.0348	128.351
858.5	1.7071	16.9402	7.9834	127.531
859.0	1.7073	16.9406	7.9841	127.541
859.5	1.7182	16.9669	8.0286	128.252
860.0	1.7027	16.9297	7.9656	127.246
860.5	1.6646	16.8378	7.8098	124.756
861.0	1.6400	16.7786	7.7094	123.154
861.5	1.6381	16.7739	7.7016	123.029
862.0	1.6448	16.7901	7.7290	123.466
862.5	1.6388	16.7757	7.7046	123.077
863.0	1.6127	16.7129	7.5982	121.377
863.5	1.5561	16.5766	7.3671	117.685
864.0	1.4797	16.3928	7.0556	112.709
864.5	1.4323	16.2786	6.8621	109.618
865.0	1.3915	16.1803	6.6955	106.957
865.5	1.3261	16.0229	6.4286	102.693
866.0	1.2610	15.8661	6.1629	98.450
866.5	1.2059	15.7334	5.9380	94.856
867.0	1.1391	15.5725	5.6653	90.500
867.5	1.0777	15.4248	5.4149	86.501
868.0	1.0460	15.3484	5.2855	84.432
868.5	1.0164	15.2771	5.1646	82.502
869.0	1.0029	15.2446	5.1095	81.622
869.5	0.9860	15.2040	5.0407	80.522
870.0	0.9778	15.1842	5.0071	79.986
870.5	0.9760	15.1799	4.9998	79.869
871.0	0.9812	15.1925	5.0211	80.210
871.5	0.9812	15.1923	5.0209	80.206
872.0	0.9838	15.1987	5.0317	80.379
872.5	0.9555	15.1306	4.9162	78.534
873.0	0.9291	15.0670	4.8084	76.812
873.5	0.8975	14.9909	4.6795	74.752
874.0	0.8686	14.9214	4.5617	72.870
874.5	0.8463	14.8675	4.4704	71.412
875.0	0.8251	14.8165	4.3839	70.030
875.5	0.8006	14.7577	4.2842	68.437
876.0	0.8140	14.7898	4.3386	69.307
876.5	0.8213	14.8075	4.3687	69.787
877.0	0.8377	14.8469	4.4355	70.854
877.5	0.8622	14.9058	4.5353	72.449
878.0	0.8865	14.9643	4.6344	74.033
878.5	0.9069	15.0134	4.7177	75.363
879.0	0.9287	15.0659	4.8067	76.784
879.5	0.9558	15.1312	4.9173	78.550
880.0	0.9888	15.2109	5.0523	80.708
880.5	1.0086	15.2584	5.1329	81.995
881.0	1.0108	15.2636	5.1418	82.137
881.5	0.9998	15.2372	5.0969	81.421
882.0	0.9775	15.1834	5.0058	79.965
882.5	0.9582	15.1371	4.9272	78.709
883.0	0.9450	15.1052	4.8732	77.846
883.5	0.9280	15.0644	4.8041	76.742
884.0	0.9027	15.0033	4.7005	75.088
884.5	0.8736	14.9334	4.5820	73.195
885.0	0.8583	14.8966	4.5197	72.200
885.5	0.8522	14.8819	4.4948	71.801
886.0	0.8475	14.8704	4.4753	71.491
886.5	0.8468	14.8689	4.4728	71.450
887.0	0.8404	14.8535	4.4467	71.033
887.5	0.8229	14.8113	4.3751	69.890
888.0	0.7972	14.7493	4.2701	68.212
888.5	0.7701	14.6842	4.1597	66.449
889.0	0.7536	14.6445	4.0924	65.374
889.5	0.7446	14.6228	4.0557	64.787
890.0	0.7378	14.6064	4.0278	64.342
890.5	0.7376	14.6059	4.0270	64.329
891.0	0.7375	14.6056	4.0265	64.321
891.5	0.7328	14.5944	4.0075	64.017
892.0	0.7271	14.5806	3.9841	63.644
892.5	0.7270	14.5803	3.9836	63.636
893.0	0.7299	14.5875	3.9957	63.829
893.5	0.7207	14.5651	3.9579	63.225
894.0	0.7099	14.5393	3.9140	62.524
894.5	0.7136	14.5481	3.9290	62.764
895.0	0.7203	14.5642	3.9563	63.200
895.5	0.7229	14.5706	3.9671	63.372
896.0	0.7272	14.5809	3.9846	63.652
896.5	0.7405	14.6128	4.0387	64.516
897.0	0.7606	14.6614	4.1210	65.830
897.5	0.7823	14.7136	4.2094	67.243
898.0	0.8068	14.7726	4.3095	68.842
898.5	0.8314	14.8317	4.4097	70.442
899.0	0.8488	14.8737	4.4809	71.580
899.5	0.8568	14.8929	4.5134	72.099
900.0	0.8659	14.9149	4.5507	72.694
900.5	0.9001	14.9971	4.6901	74.921
901.0	0.9522	15.1226	4.9027	78.318
901.5	0.9927	15.2202	5.0682	80.961
902.0	1.0209	15.2880	5.1831	82.797
902.5	1.0742	15.4163	5.4005	86.270
903.0	1.1587	15.6199	5.7455	91.782
903.5	1.2366	15.8072	6.0631	96.855
904.0	1.2990	15.9576	6.3180	100.926
904.5	1.3466	16.0723	6.5123	104.031
905.0	1.3505	16.0817	6.5283	104.286
905.5	1.3323	16.0378	6.4539	103.097
906.0	1.3552	16.0929	6.5473	104.589
906.5	1.4036	16.2096	6.7450	107.748
907.0	1.3908	16.1787	6.6927	106.913
907.5	1.3098	15.9836	6.3621	101.630
908.0	1.2263	15.7826	6.0214	96.188
908.5	1.1650	15.6349	5.7710	92.189
909.0	1.1481	15.5942	5.7020	91.086
909.5	1.1751	15.6592	5.8122	92.846
910.0	1.1847	15.6825	5.8517	93.477
910.5	1.1442	15.5848	5.6861	90.832
911.0	1.0974	15.4722	5.4952	87.783
911.5	1.0958	15.4683	5.4886	87.678
912.0	1.1245	15.5375	5.6059	89.552
912.5	1.1543	15.6091	5.7273	91.490
913.0	1.1686	15.6437	5.7860	92.428
913.5	1.1369	15.5673	5.6564	90.358
914.0	1.0695	15.4051	5.3816	85.968
914.5	1.0145	15.2726	5.1570	82.381
915.0	0.9868	15.2059	5.0439	80.574
915.5	0.9823	15.1951	5.0255	80.280
916.0	0.9837	15.1984	5.0312	80.371
916.5	0.9693	15.1639	4.9726	79.435
917.0	0.9456	15.1066	4.8757	77.886
917.5	0.9409	15.0955	4.8567	77.583
918.0	0.9624	15.1472	4.9444	78.984
918.5	0.9904	15.2147	5.0588	80.811
919.0	1.0158	15.2756	5.1621	82.462
919.5	1.0448	15.3456	5.2807	84.356
920.0	1.0589	15.3795	5.3381	85.274
920.5	1.0549	15.3699	5.3219	85.014
921.0	1.0535	15.3666	5.3162	84.924
921.5	1.0432	15.3416	5.2739	84.248
922.0	1.0214	15.2893	5.1852	82.831
922.5	0.9984	15.2339	5.0913	81.330
923.0	0.9836	15.1983	5.0310	80.367
923.5	0.9652	15.1540	4.9560	79.169
924.0	0.9299	15.0690	4.8119	76.868
924.5	0.8693	14.9231	4.5646	72.917
925.0	0.8209	14.8065	4.3669	69.759
925.5	0.7831	14.7154	4.2126	67.294
926.0	0.7700	14.6839	4.1592	66.441
926.5	0.7640	14.6694	4.1346	66.048
927.0	0.7544	14.6464	4.0956	65.425
927.5	0.7413	14.6148	4.0420	64.569
928.0	0.7333	14.5957	4.0096	64.051
928.5	0.7449	14.6235	4.0568	64.805
929.0	0.7624	14.6657	4.1284	65.948
929.5	0.7600	14.6599	4.1185	65.790
930.0	0.7599	14.6596	4.1179	65.782
930.5	0.7706	14.6854	4.1617	66.480
931.0	0.7761	14.6986	4.1841	66.839
931.5	0.7753	14.6967	4.1809	66.787
932.0	0.7684	14.6800	4.1526	66.335
932.5	0.7699	14.6837	4.1588	66.434
933.0	0.7677	14.6785	4.1499	66.293
933.5	0.7742	14.6941	4.1764	66.715
934.0	0.8170	14.7971	4.3511	69.506
934.5	0.8254	14.8173	4.3852	70.051
935.0	0.8186	14.8009	4.3575	69.609
935.5	0.8296	14.8273	4.4023	70.324
936.0	0.8487	14.8735	4.4805	71.574
936.5	0.8782	14.9444	4.6006	73.493
937.0	0.9051	15.0093	4.7107	75.250
937.5	0.9216	15.0489	4.7779	76.324
938.0	0.9252	15.0575	4.7924	76.556
938.5	0.9171	15.0380	4.7593	76.027
939.0	0.9374	15.0871	4.8425	77.356
939.5	0.9787	15.1864	5.0108	80.045
940.0	0.9866	15.2055	5.0432	80.563
940.5	1.0556	15.3716	5.3248	85.060
941.0	1.0890	15.4519	5.4609	87.234
941.5	1.0857	15.4440	5.4475	87.021
942.0	1.1071	15.4955	5.5348	88.415
942.5	1.1152	15.5150	5.5678	88.942
943.0	1.1124	15.5083	5.5565	88.761
943.5	1.1346	15.5617	5.6469	90.206
944.0	1.1148	15.5141	5.5663	88.918
944.5	1.1183	15.5226	5.5807	89.148
945.0	1.1169	15.5192	5.5748	89.055
945.5	1.0911	15.4570	5.4694	87.371
946.0	1.0879	15.4493	5.4564	87.164
946.5	1.0794	15.4288	5.4218	86.609
947.0	1.1009	15.4805	5.5094	88.009
947.5	1.0951	15.4667	5.4859	87.634
948.0	1.0742	15.4163	5.4005	86.271
948.5	1.1010	15.4809	5.5101	88.020
949.0	1.1472	15.5921	5.6985	91.030
949.5	1.1035	15.4870	5.5203	88.183
950.0	1.1477	15.5934	5.7006	91.064
950.5	1.1547	15.6103	5.7293	91.522
951.0	1.1774	15.6649	5.8218	93.000
951.5	1.2185	15.7639	5.9896	95.681
952.0	1.2302	15.7919	6.0372	96.440
952.5	1.2539	15.8490	6.1338	97.985
953.0	1.2450	15.8276	6.0977	97.407
953.5	1.2473	15.8332	6.1071	97.557
954.0	1.2548	15.8512	6.1376	98.045
954.5	1.2250	15.7794	6.0159	96.100
955.0	1.2844	15.9226	6.2586	99.977
955.5	1.2945	15.9467	6.2995	100.631
956.0	1.2581	15.8592	6.1511	98.261
956.5	1.2182	15.7631	5.9883	95.660
957.0	1.2166	15.7592	5.9816	95.553
957.5	1.1876	15.6893	5.8632	93.661
958.0	1.1593	15.6212	5.7478	91.819
958.5	1.1693	15.6452	5.7886	92.469
959.0	1.1692	15.6452	5.7885	92.467
959.5	1.1382	15.5704	5.6617	90.442
960.0	1.1002	15.4789	5.5067	87.966
960.5	1.0810	15.4328	5.4285	86.718
961.0	1.1003	15.4792	5.5071	87.973
961.5	1.0648	15.3937	5.3623	85.659
962.0	1.0883	15.4504	5.4583	87.193
962.5	1.0560	15.3725	5.3263	85.084
963.0	1.0050	15.2497	5.1182	81.760
963.5	0.9958	15.2276	5.0806	81.161
964.0	0.9777	15.1841	5.0070	79.983
964.5	0.9756	15.1791	4.9984	79.847
965.0	0.9735	15.1740	4.9898	79.709
965.5	0.9751	15.1777	4.9961	79.810
966.0	1.0037	15.2467	5.1130	81.677
966.5	0.9992	15.2358	5.0946	81.384
967.0	0.9768	15.1819	5.0032	79.923
967.5	1.0054	15.2506	5.1197	81.785
968.0	1.0094	15.2604	5.1363	82.049
968.5	1.0320	15.3149	5.2286	83.524
969.0	1.0402	15.3344	5.2617	84.052
969.5	1.0528	15.3648	5.3132	84.875
970.0	1.0803	15.4311	5.4256	86.671
970.5	1.0670	15.3991	5.3714	85.805
971.0	1.0811	15.4329	5.4286	86.719
971.5	1.1520	15.6037	5.7182	91.345
972.0	1.1757	15.6607	5.8147	92.887
972.5	1.1885	15.6915	5.8670	93.722
973.0	1.2104	15.7443	5.9564	95.151
973.5	1.2664	15.8792	6.1850	98.803
974.0	1.2785	15.9082	6.2343	99.589
974.5	1.3467	16.0725	6.5127	104.037
975.0	1.3731	16.1360	6.6203	105.756
975.5	1.4045	16.2115	6.7484	107.801
976.0	1.3745	16.1394	6.6261	105.849
976.5	1.3977	16.1952	6.7207	107.360
977.0	1.4129	16.2319	6.7829	108.353
977.5	1.3840	16.1621	6.6646	106.464
978.0	1.3068	15.9763	6.3497	101.433
978.5	1.3068	15.9763	6.3497	101.433
979.0	1.3068	15.9763	6.3497	101.433
979.5	1.3068	15.9763	6.3497	101.433
